# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
eif3f	ENSCHAG00000008779	ENSCHAT00000018558	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
eif3f	ENSCHAG00000008779	ENSCHAT00000018576	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
eif3f	ENSCHAG00000008779	ENSCHAT00000018606	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
elfn2a	ENSCHAG00000010880	ENSCHAT00000023695	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
emc8	ENSCHAG00000017994	ENSCHAT00000041519	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0	0	0
emilin3a	ENSCHAG00000019781	ENSCHAT00000045943	protein_coding	0	0	0	9	0	0	0	2	2	0	0	0	0	0	0	5
eno1a	ENSCHAG00000027659	ENSCHAT00000066890	protein_coding	0	0	0	30	0	0	6	1	7	0	0	0	0	0	0	16
eno1a	ENSCHAG00000027659	ENSCHAT00000066892	protein_coding	0	0	0	30	0	0	6	1	7	0	0	0	0	0	0	16
eno1a	ENSCHAG00000027659	ENSCHAT00000066894	protein_coding	0	0	0	30	0	0	6	1	7	0	0	0	0	0	0	16
eno1a	ENSCHAG00000027659	ENSCHAT00000066895	protein_coding	0	0	0	27	0	0	0	1	3	0	0	0	0	0	0	23
eno1a	ENSCHAG00000027659	ENSCHAT00000066897	protein_coding	0	0	0	24	0	0	0	1	3	0	0	0	0	0	0	20
eno1a	ENSCHAG00000027659	ENSCHAT00000066898	protein_coding	0	0	0	29	0	0	6	2	5	0	0	0	0	0	0	16
eno1a	ENSCHAG00000027659	ENSCHAT00000066899	protein_coding	0	0	0	29	0	0	6	2	5	0	0	0	0	0	0	16
entpd5b	ENSCHAG00000006623	ENSCHAT00000013238	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
epha4a	ENSCHAG00000026105	ENSCHAT00000063606	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1
epha4a	ENSCHAG00000026105	ENSCHAT00000063622	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
epha4a	ENSCHAG00000026105	ENSCHAT00000063638	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
epha4a	ENSCHAG00000026105	ENSCHAT00000063644	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
epha4a	ENSCHAG00000026105	ENSCHAT00000063663	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
epha4a	ENSCHAG00000026105	ENSCHAT00000063726	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
epha4a	ENSCHAG00000026105	ENSCHAT00000063760	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
epha4a	ENSCHAG00000026105	ENSCHAT00000063774	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
epha4a	ENSCHAG00000026105	ENSCHAT00000063781	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
epha4a	ENSCHAG00000026105	ENSCHAT00000063792	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
etv2	ENSCHAG00000016286	ENSCHAT00000037084	protein_coding	0	0	0	17	3	0	0	13	0	0	0	0	0	0	0	1
exosc2	ENSCHAG00000010731	ENSCHAT00000023289	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
exosc2	ENSCHAG00000010731	ENSCHAT00000023305	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
fabp11a	ENSCHAG00000008393	ENSCHAT00000017331	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
fabp11a	ENSCHAG00000008393	ENSCHAT00000017346	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
fam172a	ENSCHAG00000021542	ENSCHAT00000050386	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	1
fam172a	ENSCHAG00000021542	ENSCHAT00000050403	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	1
fancc	ENSCHAG00000019095	ENSCHAT00000044304	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
fancc	ENSCHAG00000019095	ENSCHAT00000044351	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
fat3a	ENSCHAG00000013939	ENSCHAT00000039654	protein_coding	0	0	1	5	0	0	0	1	4	1	0	0	0	0	0	0
fat3a	ENSCHAG00000013939	ENSCHAT00000040586	protein_coding	0	0	1	5	0	0	0	1	4	1	0	0	0	0	0	0
fat3a	ENSCHAG00000013939	ENSCHAT00000040744	protein_coding	0	0	1	5	0	0	0	1	4	1	0	0	0	0	0	0
fat3a	ENSCHAG00000013939	ENSCHAT00000040806	protein_coding	0	0	1	5	0	0	0	1	4	1	0	0	0	0	0	0
fat3a	ENSCHAG00000013939	ENSCHAT00000040994	protein_coding	0	0	1	5	0	0	0	1	4	1	0	0	0	0	0	0
fat3a	ENSCHAG00000013939	ENSCHAT00000041108	protein_coding	0	0	1	5	0	0	0	1	4	1	0	0	0	0	0	0
faua	ENSCHAG00000005189	ENSCHAT00000009788	protein_coding	0	1	0	6	0	0	0	6	1	0	0	0	1	0	0	0
filip1b	ENSCHAG00000016062	ENSCHAT00000036545	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
filip1b	ENSCHAG00000016062	ENSCHAT00000036564	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
fkbp3	ENSCHAG00000005150	ENSCHAT00000009594	protein_coding	0	0	0	9	0	0	0	6	1	0	0	0	0	0	0	2
fkbp3	ENSCHAG00000005150	ENSCHAT00000009628	protein_coding	0	1	0	8	0	0	0	6	0	0	0	0	0	0	1	2
fli1b	ENSCHAG00000016142	ENSCHAT00000036973	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0
fli1b	ENSCHAG00000016142	ENSCHAT00000036994	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0
fli1b	ENSCHAG00000016142	ENSCHAT00000037037	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	2
fli1b	ENSCHAG00000016142	ENSCHAT00000037044	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	2
fli1b	ENSCHAG00000016142	ENSCHAT00000037071	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	2
fndc3bb	ENSCHAG00000023326	ENSCHAT00000055344	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0
fndc3bb	ENSCHAG00000023326	ENSCHAT00000055469	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0
fndc3bb	ENSCHAG00000023326	ENSCHAT00000055490	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0
fndc3bb	ENSCHAG00000023326	ENSCHAT00000055531	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0
fndc3bb	ENSCHAG00000023326	ENSCHAT00000055558	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0
foxd5	ENSCHAG00000025090	ENSCHAT00000059717	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
fubp3	ENSCHAG00000010803	ENSCHAT00000025318	protein_coding	0	0	0	6	0	0	0	1	3	0	0	0	0	0	0	2
fubp3	ENSCHAG00000010803	ENSCHAT00000025351	protein_coding	0	0	0	6	0	0	0	1	3	0	0	0	0	0	0	2
fubp3	ENSCHAG00000010803	ENSCHAT00000025379	protein_coding	0	0	0	6	0	0	0	1	3	0	0	0	0	0	0	2
fubp3	ENSCHAG00000010803	ENSCHAT00000025493	protein_coding	0	0	0	6	0	0	0	1	3	0	0	0	0	0	0	2
fubp3	ENSCHAG00000010803	ENSCHAT00000025509	protein_coding	0	0	0	6	0	0	0	1	3	0	0	0	0	0	0	2
fubp3	ENSCHAG00000010803	ENSCHAT00000025593	protein_coding	0	0	0	5	0	0	0	1	3	0	0	0	0	0	0	1
fubp3	ENSCHAG00000010803	ENSCHAT00000025648	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0
fubp3	ENSCHAG00000010803	ENSCHAT00000025684	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2
fubp3	ENSCHAG00000010803	ENSCHAT00000025701	protein_coding	0	0	0	6	0	0	0	1	3	0	0	0	0	0	0	2
fubp3	ENSCHAG00000010803	ENSCHAT00000025758	protein_coding	0	0	0	6	0	0	0	1	3	0	0	0	0	0	0	2
galt	ENSCHAG00000006639	ENSCHAT00000013414	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
gapvd1	ENSCHAG00000006232	ENSCHAT00000012203	protein_coding	0	1	0	7	0	0	0	0	4	0	0	0	0	0	1	3
gapvd1	ENSCHAG00000006232	ENSCHAT00000012248	protein_coding	0	1	0	7	0	0	0	0	4	0	0	0	0	0	1	3
gapvd1	ENSCHAG00000006232	ENSCHAT00000012278	protein_coding	0	1	0	7	0	0	0	0	4	0	0	0	0	0	1	3
gapvd1	ENSCHAG00000006232	ENSCHAT00000012306	protein_coding	0	1	0	7	0	0	0	0	4	0	0	0	0	0	1	3
gapvd1	ENSCHAG00000006232	ENSCHAT00000012319	protein_coding	0	1	0	7	0	0	0	0	4	0	0	0	0	0	1	3
gapvd1	ENSCHAG00000006232	ENSCHAT00000012417	protein_coding	0	1	0	7	0	0	0	0	4	0	0	0	0	0	1	3
gapvd1	ENSCHAG00000006232	ENSCHAT00000012521	protein_coding	0	1	0	7	0	0	0	0	4	0	0	0	0	0	1	3
gata3	ENSCHAG00000014525	ENSCHAT00000032875	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ghsrb	ENSCHAG00000023319	ENSCHAT00000054880	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	3
gid8a	ENSCHAG00000019272	ENSCHAT00000044619	protein_coding	0	0	0	12	0	0	0	2	5	0	0	0	0	0	0	5
gins2	ENSCHAG00000017970	ENSCHAT00000041456	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
gpr157	ENSCHAG00000027665	ENSCHAT00000066922	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	2
gse1	ENSCHAG00000017820	ENSCHAT00000041285	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0
gse1	ENSCHAG00000017820	ENSCHAT00000041307	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0
gse1	ENSCHAG00000017820	ENSCHAT00000041344	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0
gse1	ENSCHAG00000017820	ENSCHAT00000041363	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
gse1	ENSCHAG00000017820	ENSCHAT00000041409	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
hacl1	ENSCHAG00000012728	ENSCHAT00000029134	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	1
hacl1	ENSCHAG00000012728	ENSCHAT00000029438	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	1
hacl1	ENSCHAG00000012728	ENSCHAT00000029642	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	1
hacl1	ENSCHAG00000012728	ENSCHAT00000029725	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	1
hacl1	ENSCHAG00000012728	ENSCHAT00000029769	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	1
hacl1	ENSCHAG00000012728	ENSCHAT00000029842	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0
hacl1	ENSCHAG00000012728	ENSCHAT00000029921	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0
hacl1	ENSCHAG00000012728	ENSCHAT00000029936	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0
hacl1	ENSCHAG00000012728	ENSCHAT00000030294	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0
hebp2	ENSCHAG00000008010	ENSCHAT00000016398	protein_coding	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0
hebp2	ENSCHAG00000008010	ENSCHAT00000016409	protein_coding	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0
hebp2	ENSCHAG00000008010	ENSCHAT00000016419	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	1
hint1	ENSCHAG00000001132	ENSCHAT00000001784	protein_coding	0	1	0	7	0	0	0	1	1	0	0	0	0	0	1	5
hoxa11b	ENSCHAG00000014172	ENSCHAT00000032019	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
hoxa13b	ENSCHAG00000014169	ENSCHAT00000031984	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
igf1	ENSCHAG00000009555	ENSCHAT00000020328	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
igf1	ENSCHAG00000009555	ENSCHAT00000020353	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
igf1	ENSCHAG00000009555	ENSCHAT00000020379	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
igf1	ENSCHAG00000009555	ENSCHAT00000020418	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
igf1	ENSCHAG00000009555	ENSCHAT00000020430	protein_coding	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0
igsf3	ENSCHAG00000024643	ENSCHAT00000058582	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0	0
il7r	ENSCHAG00000023878	ENSCHAT00000056429	protein_coding	0	0	0	20	0	0	0	12	3	0	0	0	0	0	0	5
il7r	ENSCHAG00000023878	ENSCHAT00000056451	protein_coding	0	0	0	15	0	0	0	12	0	0	0	0	0	0	0	3
impg1a	ENSCHAG00000016231	ENSCHAT00000037112	protein_coding	0	1	0	15	0	0	0	4	8	0	0	0	0	0	1	3
impg1a	ENSCHAG00000016231	ENSCHAT00000037130	protein_coding	0	1	0	15	0	0	0	4	8	0	0	0	0	0	1	3
ints3	ENSCHAG00000004494	ENSCHAT00000008320	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
ints3	ENSCHAG00000004494	ENSCHAT00000008393	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
irf8	ENSCHAG00000018062	ENSCHAT00000041656	protein_coding	0	0	1	8	0	0	0	4	1	1	0	0	0	0	0	3
irf8	ENSCHAG00000018062	ENSCHAT00000041691	protein_coding	0	0	0	6	0	0	0	2	1	0	0	0	0	0	0	3
itih2	ENSCHAG00000014784	ENSCHAT00000039279	protein_coding	0	0	0	11	0	0	0	2	1	0	0	0	0	0	0	8
itih2	ENSCHAG00000014784	ENSCHAT00000039476	protein_coding	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	9
itih2	ENSCHAG00000014784	ENSCHAT00000039635	protein_coding	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	9
itih2	ENSCHAG00000014784	ENSCHAT00000039712	protein_coding	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	9
itih2	ENSCHAG00000014784	ENSCHAT00000039725	protein_coding	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	9
itih2	ENSCHAG00000014784	ENSCHAT00000039815	protein_coding	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	9
itih2	ENSCHAG00000014784	ENSCHAT00000039945	protein_coding	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	9
itih2	ENSCHAG00000014784	ENSCHAT00000040052	protein_coding	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	9
itih2	ENSCHAG00000014784	ENSCHAT00000040118	protein_coding	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	9
itih2	ENSCHAG00000014784	ENSCHAT00000040183	protein_coding	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	9
itih5	ENSCHAG00000017519	ENSCHAT00000040368	protein_coding	0	0	0	12	2	0	0	1	4	0	0	0	0	0	0	5
kcnd3	ENSCHAG00000000783	ENSCHAT00000001252	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
kcnd3	ENSCHAG00000000783	ENSCHAT00000001275	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
kcnd3	ENSCHAG00000000783	ENSCHAT00000001326	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
kcnj8	ENSCHAG00000018873	ENSCHAT00000043654	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	2
kcnj8	ENSCHAG00000018873	ENSCHAT00000043668	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	2
kdm6ba	ENSCHAG00000015440	ENSCHAT00000035316	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
kif13a	ENSCHAG00000002991	ENSCHAT00000020955	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0
kif13a	ENSCHAG00000002991	ENSCHAT00000021257	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0
kif13a	ENSCHAG00000002991	ENSCHAT00000021396	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0
kif13a	ENSCHAG00000002991	ENSCHAT00000022236	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0
kif13a	ENSCHAG00000002991	ENSCHAT00000022771	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0
kif13a	ENSCHAG00000002991	ENSCHAT00000022893	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0
kif13a	ENSCHAG00000002991	ENSCHAT00000023065	protein_coding	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	5
kif13a	ENSCHAG00000002991	ENSCHAT00000023155	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0
kif13a	ENSCHAG00000002991	ENSCHAT00000023286	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0
kin	ENSCHAG00000014703	ENSCHAT00000033253	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
kin	ENSCHAG00000014703	ENSCHAT00000033269	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
larp4b	ENSCHAG00000023580	ENSCHAT00000055667	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
larp4b	ENSCHAG00000023580	ENSCHAT00000055688	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
lin52	ENSCHAG00000018858	ENSCHAT00000043659	protein_coding	0	1	0	13	0	0	0	0	5	0	0	0	1	0	0	9
lin52	ENSCHAG00000018858	ENSCHAT00000043674	protein_coding	0	1	0	13	0	0	0	2	3	0	0	0	1	0	0	9
lin52	ENSCHAG00000018858	ENSCHAT00000043687	protein_coding	0	1	0	8	0	0	0	0	4	0	0	0	1	0	0	5
lin9	ENSCHAG00000008069	ENSCHAT00000017425	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0
lin9	ENSCHAG00000008069	ENSCHAT00000017458	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0
lin9	ENSCHAG00000008069	ENSCHAT00000017504	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0
lin9	ENSCHAG00000008069	ENSCHAT00000017528	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0
lmbrd2b	ENSCHAG00000023656	ENSCHAT00000056278	protein_coding	0	4	1	14	0	0	0	8	3	1	0	0	1	0	3	4
lmbrd2b	ENSCHAG00000023656	ENSCHAT00000056321	protein_coding	0	3	2	12	0	0	0	6	1	2	0	0	0	0	3	5
lmbrd2b	ENSCHAG00000023656	ENSCHAT00000056346	protein_coding	0	4	1	11	0	0	0	5	2	1	0	0	1	0	3	5
lmbrd2b	ENSCHAG00000023656	ENSCHAT00000056383	protein_coding	0	4	1	11	0	0	0	5	2	1	0	0	1	0	3	5
lmbrd2b	ENSCHAG00000023656	ENSCHAT00000056398	protein_coding	0	4	1	11	0	0	0	5	2	1	0	0	1	0	3	5
lmx1bb	ENSCHAG00000007017	ENSCHAT00000014200	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
lmx1bb	ENSCHAG00000007017	ENSCHAT00000014244	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
lnx1	ENSCHAG00000001104	ENSCHAT00000001825	protein_coding	0	0	0	9	0	0	0	1	8	0	0	0	0	0	0	0
lnx1	ENSCHAG00000001104	ENSCHAT00000001865	protein_coding	0	0	0	9	0	0	0	1	8	0	0	0	0	0	0	0
lrfn4b	ENSCHAG00000026228	ENSCHAT00000062676	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0
lrrc73	ENSCHAG00000008886	ENSCHAT00000018541	protein_coding	0	1	0	5	0	0	0	0	3	0	0	0	0	0	1	2
lrrc73	ENSCHAG00000008886	ENSCHAT00000018562	protein_coding	0	1	0	5	0	0	0	0	3	0	0	0	0	0	1	2
lyrm7	ENSCHAG00000001091	ENSCHAT00000001758	protein_coding	0	0	0	7	0	0	0	4	1	0	0	0	0	0	0	2
mad1l1	ENSCHAG00000004416	ENSCHAT00000008065	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
mad1l1	ENSCHAG00000004416	ENSCHAT00000008078	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
mcrip1	ENSCHAG00000003402	ENSCHAT00000006004	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
mea1	ENSCHAG00000009013	ENSCHAT00000018814	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
mei4	ENSCHAG00000016335	ENSCHAT00000037197	protein_coding	0	0	0	40	0	0	0	2	38	0	0	0	0	0	0	0
meis2a	ENSCHAG00000002554	ENSCHAT00000004553	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
meis2a	ENSCHAG00000002554	ENSCHAT00000004827	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
meis2a	ENSCHAG00000002554	ENSCHAT00000004849	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
meis2a	ENSCHAG00000002554	ENSCHAT00000005275	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
meis2a	ENSCHAG00000002554	ENSCHAT00000005382	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
meis2a	ENSCHAG00000002554	ENSCHAT00000005441	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
meis2a	ENSCHAG00000002554	ENSCHAT00000005478	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
meis2a	ENSCHAG00000002554	ENSCHAT00000005520	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
meis2a	ENSCHAG00000002554	ENSCHAT00000005606	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
mfng	ENSCHAG00000013718	ENSCHAT00000030954	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	1
mixl1	ENSCHAG00000008042	ENSCHAT00000016505	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
mrpl53	ENSCHAG00000008376	ENSCHAT00000017289	protein_coding	0	0	0	7	0	0	0	5	1	0	0	0	0	0	0	1
mvb12bb	ENSCHAG00000007010	ENSCHAT00000014037	protein_coding	0	0	0	15	1	0	0	1	11	0	0	0	0	0	0	2
myo5b	ENSCHAG00000024021	ENSCHAT00000062325	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
myo5b	ENSCHAG00000024021	ENSCHAT00000062470	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
myo5b	ENSCHAG00000024021	ENSCHAT00000062492	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
myo5b	ENSCHAG00000024021	ENSCHAT00000062496	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
myo5b	ENSCHAG00000024021	ENSCHAT00000062508	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
myo5b	ENSCHAG00000024021	ENSCHAT00000062515	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
myo5b	ENSCHAG00000024021	ENSCHAT00000062527	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
myo5b	ENSCHAG00000024021	ENSCHAT00000062544	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
myo5b	ENSCHAG00000024021	ENSCHAT00000062568	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
myo5b	ENSCHAG00000024021	ENSCHAT00000062580	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
myo6a	ENSCHAG00000016112	ENSCHAT00000036726	protein_coding	0	0	0	20	0	0	0	4	14	0	0	0	0	0	0	2
myo6a	ENSCHAG00000016112	ENSCHAT00000036752	protein_coding	0	0	0	19	0	0	0	3	14	0	0	0	0	0	0	2
myo6a	ENSCHAG00000016112	ENSCHAT00000036766	protein_coding	0	0	0	19	0	0	0	3	14	0	0	0	0	0	0	2
myo6a	ENSCHAG00000016112	ENSCHAT00000036784	protein_coding	0	0	0	19	0	0	0	3	14	0	0	0	0	0	0	2
myo6a	ENSCHAG00000016112	ENSCHAT00000036809	protein_coding	0	0	0	19	0	0	0	3	14	0	0	0	0	0	0	2
myo6a	ENSCHAG00000016112	ENSCHAT00000036839	protein_coding	0	0	0	19	0	0	0	3	14	0	0	0	0	0	0	2
myo6a	ENSCHAG00000016112	ENSCHAT00000036860	protein_coding	0	0	0	19	0	0	0	3	14	0	0	0	0	0	0	2
myo6a	ENSCHAG00000016112	ENSCHAT00000036883	protein_coding	0	0	0	19	0	0	0	3	14	0	0	0	0	0	0	2
myo6a	ENSCHAG00000016112	ENSCHAT00000036908	protein_coding	0	0	0	19	0	0	0	3	14	0	0	0	0	0	0	2
myo6a	ENSCHAG00000016112	ENSCHAT00000036924	protein_coding	0	0	0	19	0	0	0	3	14	0	0	0	0	0	0	2
nae1	ENSCHAG00000021824	ENSCHAT00000051122	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
nae1	ENSCHAG00000021824	ENSCHAT00000051150	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
nae1	ENSCHAG00000021824	ENSCHAT00000051361	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
nae1	ENSCHAG00000021824	ENSCHAT00000051375	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
