# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
bach1b	ENSCHAG00000020662	ENSCHAT00000048052	protein_coding	0	0	0	7	0	0	0	4	0	0	0	0	0	0	3
bcam	ENSCHAG00000003019	ENSCHAT00000005407	protein_coding	0	0	0	5	1	0	0	0	0	0	0	0	0	0	4
bcam	ENSCHAG00000003019	ENSCHAT00000005524	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	4
bnc2	ENSCHAG00000027849	ENSCHAT00000067538	protein_coding	0	0	0	21	0	0	0	0	16	0	0	0	0	0	5
bnc2	ENSCHAG00000027849	ENSCHAT00000067539	protein_coding	0	0	0	21	0	0	0	0	16	0	0	0	0	0	5
bnc2	ENSCHAG00000027849	ENSCHAT00000067540	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0
btf3	ENSCHAG00000008388	ENSCHAT00000017351	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	1
cables2a	ENSCHAG00000008159	ENSCHAT00000016797	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	3
cables2a	ENSCHAG00000008159	ENSCHAT00000016807	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	3
cadm2b	ENSCHAG00000001735	ENSCHAT00000003060	protein_coding	0	0	0	49	0	0	0	0	48	0	0	0	0	0	1
cadm2b	ENSCHAG00000001735	ENSCHAT00000003149	protein_coding	0	0	0	49	0	0	0	0	48	0	0	0	0	0	1
cadm2b	ENSCHAG00000001735	ENSCHAT00000003238	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
cadm2b	ENSCHAG00000001735	ENSCHAT00000003287	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
cadm4	ENSCHAG00000002287	ENSCHAT00000004226	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	3
cadm4	ENSCHAG00000002287	ENSCHAT00000004303	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	3
cadm4	ENSCHAG00000002287	ENSCHAT00000004394	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
cadm4	ENSCHAG00000002287	ENSCHAT00000004433	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
cadm4	ENSCHAG00000002287	ENSCHAT00000004566	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
calml4a	ENSCHAG00000014156	ENSCHAT00000031962	protein_coding	0	0	0	9	3	0	0	3	1	0	0	0	0	0	2
camk4	ENSCHAG00000023645	ENSCHAT00000056426	protein_coding	0	0	0	12	0	0	0	1	6	0	0	0	0	0	5
camk4	ENSCHAG00000023645	ENSCHAT00000056444	protein_coding	0	0	0	12	0	0	0	1	6	0	0	0	0	0	5
camk4	ENSCHAG00000023645	ENSCHAT00000056459	protein_coding	0	0	0	12	0	0	0	1	6	0	0	0	0	0	5
camk4	ENSCHAG00000023645	ENSCHAT00000056472	protein_coding	0	0	0	12	0	0	0	1	6	0	0	0	0	0	5
camk4	ENSCHAG00000023645	ENSCHAT00000056512	protein_coding	0	0	0	5	0	0	0	1	3	0	0	0	0	0	1
camk4	ENSCHAG00000023645	ENSCHAT00000056526	protein_coding	0	0	0	5	0	0	0	1	3	0	0	0	0	0	1
camta1a	ENSCHAG00000009617	ENSCHAT00000022127	protein_coding	0	0	0	21	0	0	0	0	17	0	0	0	0	0	4
camta1a	ENSCHAG00000009617	ENSCHAT00000022178	protein_coding	0	0	0	21	0	0	0	0	17	0	0	0	0	0	4
camta1a	ENSCHAG00000009617	ENSCHAT00000022227	protein_coding	0	0	0	21	0	0	0	0	17	0	0	0	0	0	4
camta1a	ENSCHAG00000009617	ENSCHAT00000022284	protein_coding	0	0	0	21	0	0	0	0	17	0	0	0	0	0	4
camta1a	ENSCHAG00000009617	ENSCHAT00000022361	protein_coding	0	0	0	21	0	0	0	0	17	0	0	0	0	0	4
camta1a	ENSCHAG00000009617	ENSCHAT00000022733	protein_coding	0	0	0	16	0	0	0	0	14	0	0	0	0	0	2
card14	ENSCHAG00000014984	ENSCHAT00000034211	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
cbr4	ENSCHAG00000023283	ENSCHAT00000054801	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	2
cbr4	ENSCHAG00000023283	ENSCHAT00000054812	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	2
ccdc124	ENSCHAG00000006196	ENSCHAT00000012113	protein_coding	0	0	0	4	3	0	0	0	1	0	0	0	0	0	0
ccdc151	ENSCHAG00000024556	ENSCHAT00000058353	protein_coding	0	0	0	19	0	0	0	6	7	0	0	0	0	0	6
ccdc151	ENSCHAG00000024556	ENSCHAT00000058360	protein_coding	0	0	0	19	0	0	0	6	7	0	0	0	0	0	6
ccdc33	ENSCHAG00000004915	ENSCHAT00000009058	protein_coding	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0
ccdc40	ENSCHAG00000014775	ENSCHAT00000033596	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ccdc40	ENSCHAG00000014775	ENSCHAT00000033732	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
ccdc40	ENSCHAG00000014775	ENSCHAT00000033750	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
ccdc47	ENSCHAG00000010602	ENSCHAT00000023129	protein_coding	0	0	0	4	0	0	0	3	1	0	0	0	0	0	0
ccdc47	ENSCHAG00000010602	ENSCHAT00000023228	protein_coding	0	0	0	4	0	0	0	3	1	0	0	0	0	0	0
ccdc47	ENSCHAG00000010602	ENSCHAT00000023256	protein_coding	0	0	0	4	0	0	0	3	1	0	0	0	0	0	0
ccdc47	ENSCHAG00000010602	ENSCHAT00000023284	protein_coding	0	0	0	4	0	0	0	3	1	0	0	0	0	0	0
cct8	ENSCHAG00000020688	ENSCHAT00000048345	protein_coding	0	1	0	7	0	0	0	5	2	0	0	0	0	1	0
cct8	ENSCHAG00000020688	ENSCHAT00000048380	protein_coding	0	1	0	7	0	0	0	5	2	0	0	0	0	1	0
cct8	ENSCHAG00000020688	ENSCHAT00000048425	protein_coding	0	1	0	7	0	0	0	5	2	0	0	0	0	1	0
cct8	ENSCHAG00000020688	ENSCHAT00000048467	protein_coding	0	1	0	7	0	0	0	5	2	0	0	0	0	1	0
cdhr1a	ENSCHAG00000003098	ENSCHAT00000005668	protein_coding	0	1	1	12	0	0	0	2	7	1	0	0	0	1	3
cdhr1a	ENSCHAG00000003098	ENSCHAT00000006114	protein_coding	0	1	0	13	0	0	0	2	6	0	0	0	0	1	5
cdhr1a	ENSCHAG00000003098	ENSCHAT00000006266	protein_coding	0	1	0	13	0	0	0	2	6	0	0	0	0	1	5
cdhr1a	ENSCHAG00000003098	ENSCHAT00000006558	protein_coding	0	1	0	13	0	0	0	2	6	0	0	0	0	1	5
cdhr1a	ENSCHAG00000003098	ENSCHAT00000006787	protein_coding	0	1	0	13	0	0	0	2	6	0	0	0	0	1	5
cdhr1a	ENSCHAG00000003098	ENSCHAT00000006931	protein_coding	0	1	0	13	0	0	0	2	6	0	0	0	0	1	5
cdk2	ENSCHAG00000018905	ENSCHAT00000043817	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
cdk2	ENSCHAG00000018905	ENSCHAT00000043838	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
cdv3	ENSCHAG00000004983	ENSCHAT00000009178	protein_coding	0	0	0	11	0	0	0	6	3	0	0	0	0	0	2
celf2	ENSCHAG00000013909	ENSCHAT00000032573	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0
celf2	ENSCHAG00000013909	ENSCHAT00000032636	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0
celf2	ENSCHAG00000013909	ENSCHAT00000032681	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0
celf2	ENSCHAG00000013909	ENSCHAT00000032712	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
celf2	ENSCHAG00000013909	ENSCHAT00000032748	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
cep135	ENSCHAG00000011936	ENSCHAT00000026440	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
cep135	ENSCHAG00000011936	ENSCHAT00000026477	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
cep135	ENSCHAG00000011936	ENSCHAT00000026502	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
cers2a	ENSCHAG00000012840	ENSCHAT00000028750	protein_coding	0	1	0	9	0	0	0	5	3	0	0	1	0	0	2
cers2a	ENSCHAG00000012840	ENSCHAT00000028768	protein_coding	0	1	0	9	0	0	0	5	3	0	0	1	0	0	2
cers2a	ENSCHAG00000012840	ENSCHAT00000028778	protein_coding	0	1	0	9	0	0	0	5	3	0	0	1	0	0	2
chata	ENSCHAG00000003968	ENSCHAT00000007522	protein_coding	0	0	0	13	0	0	0	8	3	0	0	0	0	0	2
chata	ENSCHAG00000003968	ENSCHAT00000007620	protein_coding	0	0	0	13	0	0	0	8	3	0	0	0	0	0	2
chata	ENSCHAG00000003968	ENSCHAT00000007684	protein_coding	0	0	0	11	0	0	0	8	3	0	0	0	0	0	0
chata	ENSCHAG00000003968	ENSCHAT00000007745	protein_coding	0	0	0	11	0	0	0	8	1	0	0	0	0	0	2
chchd2	ENSCHAG00000001031	ENSCHAT00000001647	protein_coding	0	0	0	8	0	0	0	3	2	0	0	0	0	0	3
chst14	ENSCHAG00000011922	ENSCHAT00000026372	protein_coding	0	0	0	5	0	0	0	1	1	0	0	0	0	0	3
chst3a	ENSCHAG00000003058	ENSCHAT00000005236	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	1
chsy3	ENSCHAG00000012332	ENSCHAT00000027461	protein_coding	0	0	0	20	0	0	0	0	19	0	0	0	0	0	1
chsy3	ENSCHAG00000012332	ENSCHAT00000027493	protein_coding	0	0	0	20	0	0	0	0	19	0	0	0	0	0	1
cidec	ENSCHAG00000019931	ENSCHAT00000046437	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	2
cidec	ENSCHAG00000019931	ENSCHAT00000046491	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	2
cidec	ENSCHAG00000019931	ENSCHAT00000046528	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	2
ckmt2a	ENSCHAG00000019423	ENSCHAT00000045017	protein_coding	0	1	0	19	0	0	0	2	10	0	0	0	0	1	7
cln6a	ENSCHAG00000014165	ENSCHAT00000032071	protein_coding	0	0	1	5	0	0	0	4	0	1	0	0	0	0	1
cln6a	ENSCHAG00000014165	ENSCHAT00000032103	protein_coding	0	0	1	5	0	0	0	4	0	1	0	0	0	0	1
clocka	ENSCHAG00000007302	ENSCHAT00000021658	protein_coding	0	0	0	30	0	0	0	3	25	0	0	0	0	0	2
clocka	ENSCHAG00000007302	ENSCHAT00000021761	protein_coding	0	0	0	10	0	0	0	1	7	0	0	0	0	0	2
clocka	ENSCHAG00000007302	ENSCHAT00000021946	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
clocka	ENSCHAG00000007302	ENSCHAT00000022069	protein_coding	0	0	0	9	0	0	0	0	7	0	0	0	0	0	2
clocka	ENSCHAG00000007302	ENSCHAT00000022241	protein_coding	0	0	0	9	0	0	0	0	7	0	0	0	0	0	2
clocka	ENSCHAG00000007302	ENSCHAT00000022334	protein_coding	0	0	0	9	0	0	0	0	7	0	0	0	0	0	2
clocka	ENSCHAG00000007302	ENSCHAT00000022357	protein_coding	0	0	0	9	0	0	0	0	7	0	0	0	0	0	2
cntln	ENSCHAG00000002484	ENSCHAT00000004350	protein_coding	0	0	0	16	0	0	0	0	14	0	0	0	0	0	2
cog6	ENSCHAG00000024216	ENSCHAT00000057674	protein_coding	0	0	0	12	0	0	0	1	11	0	0	0	0	0	0
cog6	ENSCHAG00000024216	ENSCHAT00000057791	protein_coding	0	0	0	12	0	0	0	1	11	0	0	0	0	0	0
cog6	ENSCHAG00000024216	ENSCHAT00000057799	protein_coding	0	0	0	12	0	0	0	1	11	0	0	0	0	0	0
cog6	ENSCHAG00000024216	ENSCHAT00000057833	protein_coding	0	0	0	12	0	0	0	1	11	0	0	0	0	0	0
cog6	ENSCHAG00000024216	ENSCHAT00000057843	protein_coding	0	0	0	12	0	0	0	1	11	0	0	0	0	0	0
cog6	ENSCHAG00000024216	ENSCHAT00000057856	protein_coding	0	0	0	11	0	0	0	1	10	0	0	0	0	0	0
cog6	ENSCHAG00000024216	ENSCHAT00000057871	protein_coding	0	0	0	10	0	0	0	1	9	0	0	0	0	0	0
cog6	ENSCHAG00000024216	ENSCHAT00000057892	protein_coding	0	0	0	12	0	0	0	1	11	0	0	0	0	0	0
cox10	ENSCHAG00000002105	ENSCHAT00000003642	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ctnna2	ENSCHAG00000023513	ENSCHAT00000056407	protein_coding	0	0	0	53	0	0	0	0	53	0	0	0	0	0	0
ctnna2	ENSCHAG00000023513	ENSCHAT00000056440	protein_coding	0	0	0	53	0	0	0	0	53	0	0	0	0	0	0
ctnna2	ENSCHAG00000023513	ENSCHAT00000056496	protein_coding	0	0	0	53	0	0	0	0	53	0	0	0	0	0	0
ctnna2	ENSCHAG00000023513	ENSCHAT00000056520	protein_coding	0	0	0	53	0	0	0	0	53	0	0	0	0	0	0
ctnna2	ENSCHAG00000023513	ENSCHAT00000056533	protein_coding	0	0	0	13	0	0	0	0	13	0	0	0	0	0	0
ctnna2	ENSCHAG00000023513	ENSCHAT00000056561	protein_coding	0	0	0	53	0	0	0	0	53	0	0	0	0	0	0
ctnna2	ENSCHAG00000023513	ENSCHAT00000056568	protein_coding	0	0	0	42	0	0	0	0	40	0	0	0	0	0	2
ctnna2	ENSCHAG00000023513	ENSCHAT00000056582	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0
ctnna2	ENSCHAG00000023513	ENSCHAT00000056595	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0
ctnna2	ENSCHAG00000023513	ENSCHAT00000056605	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
cyp11a2	ENSCHAG00000004846	ENSCHAT00000009037	protein_coding	0	1	0	4	0	0	0	1	2	0	0	0	0	1	1
cyp2n13	ENSCHAG00000023056	ENSCHAT00000054184	protein_coding	0	0	0	15	0	0	0	3	12	0	0	0	0	0	0
cyp2n13	ENSCHAG00000023056	ENSCHAT00000054203	protein_coding	0	0	0	15	0	0	0	3	12	0	0	0	0	0	0
cyp2n13	ENSCHAG00000023056	ENSCHAT00000054226	protein_coding	0	0	0	15	0	0	0	3	12	0	0	0	0	0	0
cyp2n13	ENSCHAG00000023056	ENSCHAT00000054238	protein_coding	0	0	0	15	0	0	0	3	12	0	0	0	0	0	0
cyp2n13	ENSCHAG00000023056	ENSCHAT00000054344	protein_coding	0	0	2	13	0	0	0	3	10	2	0	0	0	0	0
cyp2n13	ENSCHAG00000023056	ENSCHAT00000054358	protein_coding	0	0	0	15	0	0	0	3	12	0	0	0	0	0	0
cyp2n13	ENSCHAG00000023056	ENSCHAT00000054524	protein_coding	0	0	1	11	1	0	0	4	4	1	0	0	0	0	2
cyp2n13	ENSCHAG00000023056	ENSCHAT00000054571	protein_coding	0	0	1	11	1	0	0	4	2	1	0	0	0	0	4
dcaf7	ENSCHAG00000010570	ENSCHAT00000022858	protein_coding	0	0	0	3	1	0	0	1	0	0	0	0	0	0	1
dcaf7	ENSCHAG00000010570	ENSCHAT00000022875	protein_coding	0	0	0	3	1	0	0	1	0	0	0	0	0	0	1
ddx42	ENSCHAG00000009427	ENSCHAT00000020031	protein_coding	0	0	0	6	0	0	0	2	1	0	0	0	0	0	3
ddx42	ENSCHAG00000009427	ENSCHAT00000020074	protein_coding	0	0	0	6	0	0	0	2	1	0	0	0	0	0	3
ddx42	ENSCHAG00000009427	ENSCHAT00000020096	protein_coding	0	0	0	5	0	0	0	1	1	0	0	0	0	0	3
ddx42	ENSCHAG00000009427	ENSCHAT00000020116	protein_coding	0	0	0	5	0	0	0	1	1	0	0	0	0	0	3
ddx42	ENSCHAG00000009427	ENSCHAT00000020135	protein_coding	0	0	0	5	0	0	0	1	1	0	0	0	0	0	3
ddx54	ENSCHAG00000007106	ENSCHAT00000020580	protein_coding	0	0	0	14	0	0	0	1	0	0	0	0	0	0	13
ddx54	ENSCHAG00000007106	ENSCHAT00000020616	protein_coding	0	0	0	14	0	0	0	1	0	0	0	0	0	0	13
ddx54	ENSCHAG00000007106	ENSCHAT00000020772	protein_coding	0	0	0	14	0	0	0	1	0	0	0	0	0	0	13
ddx54	ENSCHAG00000007106	ENSCHAT00000020865	protein_coding	0	0	0	14	0	0	0	1	0	0	0	0	0	0	13
ddx54	ENSCHAG00000007106	ENSCHAT00000020945	protein_coding	0	0	0	14	0	0	0	1	0	0	0	0	0	0	13
ddx54	ENSCHAG00000007106	ENSCHAT00000020993	protein_coding	0	0	0	14	0	0	0	1	0	0	0	0	0	0	13
ddx54	ENSCHAG00000007106	ENSCHAT00000021102	protein_coding	0	0	0	14	0	0	0	1	0	0	0	0	0	0	13
ddx54	ENSCHAG00000007106	ENSCHAT00000021278	protein_coding	0	0	0	14	0	0	0	1	0	0	0	0	0	0	13
ddx54	ENSCHAG00000007106	ENSCHAT00000021326	protein_coding	0	0	0	14	0	0	0	1	0	0	0	0	0	0	13
dek	ENSCHAG00000000704	ENSCHAT00000001104	protein_coding	0	0	0	24	0	0	1	4	9	0	0	0	0	0	10
dennd4a	ENSCHAG00000003270	ENSCHAT00000005983	protein_coding	0	0	0	4	0	0	1	0	3	0	0	0	0	0	0
dennd4a	ENSCHAG00000003270	ENSCHAT00000006086	protein_coding	0	0	0	4	0	0	1	0	3	0	0	0	0	0	0
dennd4a	ENSCHAG00000003270	ENSCHAT00000006164	protein_coding	0	0	0	4	0	0	1	0	3	0	0	0	0	0	0
dennd4a	ENSCHAG00000003270	ENSCHAT00000006221	protein_coding	0	0	0	4	0	0	1	0	3	0	0	0	0	0	0
dennd4a	ENSCHAG00000003270	ENSCHAT00000006287	protein_coding	0	0	0	4	0	0	1	0	3	0	0	0	0	0	0
dennd4a	ENSCHAG00000003270	ENSCHAT00000006336	protein_coding	0	0	0	4	0	0	1	0	3	0	0	0	0	0	0
dennd4a	ENSCHAG00000003270	ENSCHAT00000006379	protein_coding	0	0	0	4	0	0	1	0	3	0	0	0	0	0	0
dennd4a	ENSCHAG00000003270	ENSCHAT00000006508	protein_coding	0	0	0	4	0	0	1	1	2	0	0	0	0	0	0
dennd4c	ENSCHAG00000025211	ENSCHAT00000060271	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0
dennd4c	ENSCHAG00000025211	ENSCHAT00000060285	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0
dennd4c	ENSCHAG00000025211	ENSCHAT00000060293	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0
dennd4c	ENSCHAG00000025211	ENSCHAT00000060304	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0
dennd4c	ENSCHAG00000025211	ENSCHAT00000060315	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0
dennd4c	ENSCHAG00000025211	ENSCHAT00000060329	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0
dennd4c	ENSCHAG00000025211	ENSCHAT00000060354	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0
dennd4c	ENSCHAG00000025211	ENSCHAT00000060366	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0
dennd4c	ENSCHAG00000025211	ENSCHAT00000060388	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
dlg5b.1	ENSCHAG00000022175	ENSCHAT00000054321	protein_coding	0	0	0	15	0	0	0	3	9	0	0	0	0	0	3
dlg5b.1	ENSCHAG00000022175	ENSCHAT00000054421	protein_coding	0	0	0	15	0	0	0	3	9	0	0	0	0	0	3
dlg5b.1	ENSCHAG00000022175	ENSCHAT00000054445	protein_coding	0	0	0	15	0	0	0	3	9	0	0	0	0	0	3
dlg5b.1	ENSCHAG00000022175	ENSCHAT00000054530	protein_coding	0	0	0	15	0	0	0	3	9	0	0	0	0	0	3
dlg5b.1	ENSCHAG00000022175	ENSCHAT00000054536	protein_coding	0	0	0	15	0	0	0	3	9	0	0	0	0	0	3
dlg5b.1	ENSCHAG00000022175	ENSCHAT00000054561	protein_coding	0	0	0	11	0	0	0	3	6	0	0	0	0	0	2
dlg5b.1	ENSCHAG00000022175	ENSCHAT00000054618	protein_coding	0	0	0	11	0	0	0	3	6	0	0	0	0	0	2
dnah1	ENSCHAG00000020113	ENSCHAT00000050175	protein_coding	0	1	1	9	0	0	0	2	7	1	0	0	0	1	0
dnah1	ENSCHAG00000020113	ENSCHAT00000050723	protein_coding	0	1	1	9	0	0	0	2	7	1	0	0	0	1	0
dnah1	ENSCHAG00000020113	ENSCHAT00000050760	protein_coding	0	1	1	9	0	0	0	2	7	1	0	0	0	1	0
dnah1	ENSCHAG00000020113	ENSCHAT00000050812	protein_coding	0	1	1	9	0	0	0	2	7	1	0	0	0	1	0
dnajc11a	ENSCHAG00000008991	ENSCHAT00000020087	protein_coding	0	0	0	6	1	0	0	1	3	0	0	0	0	0	1
dnajc11a	ENSCHAG00000008991	ENSCHAT00000020111	protein_coding	0	0	0	6	1	0	0	1	3	0	0	0	0	0	1
dnajc11a	ENSCHAG00000008991	ENSCHAT00000020187	protein_coding	0	0	0	6	1	0	0	1	3	0	0	0	0	0	1
dnajc11a	ENSCHAG00000008991	ENSCHAT00000020216	protein_coding	0	0	0	6	1	0	0	1	3	0	0	0	0	0	1
dnajc11a	ENSCHAG00000008991	ENSCHAT00000020250	protein_coding	0	0	0	6	1	0	0	1	3	0	0	0	0	0	1
dpt	ENSCHAG00000001272	ENSCHAT00000001982	protein_coding	0	0	0	14	1	0	0	0	6	0	0	0	0	0	7
dusp27	ENSCHAG00000002811	ENSCHAT00000004823	protein_coding	0	3	1	40	0	0	1	0	37	1	0	0	0	3	2
dyrk3	ENSCHAG00000021690	ENSCHAT00000050727	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2
efnb3a	ENSCHAG00000004375	ENSCHAT00000007956	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
eif2ak3	ENSCHAG00000016280	ENSCHAT00000039300	protein_coding	0	0	0	8	0	0	0	4	4	0	0	0	0	0	0
eif2ak3	ENSCHAG00000016280	ENSCHAT00000039331	protein_coding	0	0	0	8	0	0	0	4	4	0	0	0	0	0	0
eif2ak3	ENSCHAG00000016280	ENSCHAT00000039350	protein_coding	0	0	0	8	0	0	0	4	4	0	0	0	0	0	0
eif2ak3	ENSCHAG00000016280	ENSCHAT00000039393	protein_coding	0	0	0	8	0	0	0	4	4	0	0	0	0	0	0
eif2ak3	ENSCHAG00000016280	ENSCHAT00000039463	protein_coding	0	0	0	8	0	0	0	4	4	0	0	0	0	0	0
eif2ak3	ENSCHAG00000016280	ENSCHAT00000039600	protein_coding	0	0	0	6	0	0	0	2	4	0	0	0	0	0	0
eif2ak3	ENSCHAG00000016280	ENSCHAT00000039639	protein_coding	0	0	0	6	0	0	0	2	4	0	0	0	0	0	0
eif2ak3	ENSCHAG00000016280	ENSCHAT00000039689	protein_coding	0	0	0	6	0	0	0	2	4	0	0	0	0	0	0
eif2ak3	ENSCHAG00000016280	ENSCHAT00000039729	protein_coding	0	0	0	6	0	0	0	2	4	0	0	0	0	0	0
emp1	ENSCHAG00000017398	ENSCHAT00000039885	protein_coding	0	1	0	6	0	0	0	2	3	0	0	0	0	1	1
entpd5b	ENSCHAG00000006623	ENSCHAT00000013238	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	1
eps8l2	ENSCHAG00000002328	ENSCHAT00000005722	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
eps8l2	ENSCHAG00000002328	ENSCHAT00000005895	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
eps8l2	ENSCHAG00000002328	ENSCHAT00000006066	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
ergic3	ENSCHAG00000000305	ENSCHAT00000000795	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0
ergic3	ENSCHAG00000000305	ENSCHAT00000000806	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0
ergic3	ENSCHAG00000000305	ENSCHAT00000000820	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0
espnla	ENSCHAG00000020863	ENSCHAT00000048627	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
eva1bb	ENSCHAG00000001235	ENSCHAT00000001948	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
eva1bb	ENSCHAG00000001235	ENSCHAT00000001961	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
exoc1	ENSCHAG00000011687	ENSCHAT00000026151	protein_coding	0	1	0	13	0	0	0	3	6	0	0	1	0	0	5
exoc1	ENSCHAG00000011687	ENSCHAT00000026185	protein_coding	0	1	0	13	0	0	0	3	6	0	0	1	0	0	5
exoc1	ENSCHAG00000011687	ENSCHAT00000026203	protein_coding	0	1	0	13	0	0	0	3	6	0	0	1	0	0	5
exoc1	ENSCHAG00000011687	ENSCHAT00000026230	protein_coding	0	1	0	13	0	0	0	3	6	0	0	1	0	0	5
exoc1	ENSCHAG00000011687	ENSCHAT00000026250	protein_coding	0	1	0	13	0	0	0	3	6	0	0	1	0	0	5
exoc1	ENSCHAG00000011687	ENSCHAT00000026352	protein_coding	0	1	0	9	0	0	0	0	5	0	0	1	0	0	5
exosc2	ENSCHAG00000010731	ENSCHAT00000023289	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
exosc2	ENSCHAG00000010731	ENSCHAT00000023305	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ext1b	ENSCHAG00000001106	ENSCHAT00000002124	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
ext1b	ENSCHAG00000001106	ENSCHAT00000002203	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
eya4	ENSCHAG00000022588	ENSCHAT00000053306	protein_coding	0	1	0	8	0	0	0	0	8	0	0	0	0	1	0
eya4	ENSCHAG00000022588	ENSCHAT00000053318	protein_coding	0	1	0	8	0	0	0	0	8	0	0	0	0	1	0
eya4	ENSCHAG00000022588	ENSCHAT00000053329	protein_coding	0	1	0	8	0	0	0	0	8	0	0	0	0	1	0
eya4	ENSCHAG00000022588	ENSCHAT00000053468	protein_coding	0	1	0	8	0	0	0	0	8	0	0	0	0	1	0
eya4	ENSCHAG00000022588	ENSCHAT00000053518	protein_coding	0	1	0	8	0	0	0	1	7	0	0	0	0	1	0
eya4	ENSCHAG00000022588	ENSCHAT00000053559	protein_coding	0	1	0	4	0	0	0	1	3	0	0	0	0	1	0
