# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
clasp1a	ENSCHAG00000018184	ENSCHAT00000048123	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
comtd1	ENSCHAG00000021597	ENSCHAT00000050514	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
crip2l	ENSCHAG00000009214	ENSCHAT00000019417	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	3
crip2l	ENSCHAG00000009214	ENSCHAT00000019455	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	3
crip2l	ENSCHAG00000009214	ENSCHAT00000019492	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	3
crip2l	ENSCHAG00000009214	ENSCHAT00000019509	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2
crtac1a	ENSCHAG00000017109	ENSCHAT00000040898	protein_coding	0	1	1	18	0	0	0	11	7	1	0	0	0	1	0	1
crtac1a	ENSCHAG00000017109	ENSCHAT00000040950	protein_coding	0	1	1	18	0	0	0	11	7	1	0	0	0	1	0	1
crtac1a	ENSCHAG00000017109	ENSCHAT00000041016	protein_coding	0	1	1	22	0	0	0	14	8	1	0	0	0	1	0	1
crtac1a	ENSCHAG00000017109	ENSCHAT00000041120	protein_coding	0	1	1	18	0	0	0	11	7	1	0	0	0	1	0	1
crtac1a	ENSCHAG00000017109	ENSCHAT00000041160	protein_coding	0	1	1	18	0	0	0	11	4	1	0	0	0	1	0	4
crtac1a	ENSCHAG00000017109	ENSCHAT00000041226	protein_coding	0	1	2	21	0	0	0	13	5	2	0	0	0	1	0	4
crtac1a	ENSCHAG00000017109	ENSCHAT00000041260	protein_coding	0	0	1	23	0	0	0	14	5	1	0	0	0	0	0	4
cryaba	ENSCHAG00000013390	ENSCHAT00000030033	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
csrnp2	ENSCHAG00000023888	ENSCHAT00000056454	protein_coding	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	5
ctps1b	ENSCHAG00000005767	ENSCHAT00000013067	protein_coding	0	0	0	6	1	0	0	0	3	0	0	0	0	0	0	2
ctps1b	ENSCHAG00000005767	ENSCHAT00000013129	protein_coding	0	0	0	6	1	0	0	0	3	0	0	0	0	0	0	2
ctps1b	ENSCHAG00000005767	ENSCHAT00000013157	protein_coding	0	0	0	6	1	0	0	0	3	0	0	0	0	0	0	2
ctps1b	ENSCHAG00000005767	ENSCHAT00000013184	protein_coding	0	0	0	6	1	0	0	0	3	0	0	0	0	0	0	2
ctps1b	ENSCHAG00000005767	ENSCHAT00000013233	protein_coding	0	0	1	5	0	0	0	0	3	1	0	0	0	0	0	2
ctps1b	ENSCHAG00000005767	ENSCHAT00000013266	protein_coding	0	0	1	5	0	0	0	3	0	1	0	0	0	0	0	2
ctps1b	ENSCHAG00000005767	ENSCHAT00000013316	protein_coding	0	0	0	6	1	0	0	0	3	0	0	0	0	0	0	2
ctps1b	ENSCHAG00000005767	ENSCHAT00000013368	protein_coding	0	0	0	6	0	0	0	2	2	0	0	0	0	0	0	2
ctps1b	ENSCHAG00000005767	ENSCHAT00000013401	protein_coding	0	0	0	6	0	0	0	2	2	0	0	0	0	0	0	2
cylda	ENSCHAG00000014127	ENSCHAT00000032047	protein_coding	0	0	0	5	0	0	0	1	2	0	0	0	0	0	0	2
cylda	ENSCHAG00000014127	ENSCHAT00000032236	protein_coding	0	0	0	5	0	0	0	1	2	0	0	0	0	0	0	2
cylda	ENSCHAG00000014127	ENSCHAT00000032272	protein_coding	0	0	0	5	0	0	0	1	2	0	0	0	0	0	0	2
cylda	ENSCHAG00000014127	ENSCHAT00000032308	protein_coding	0	0	0	5	0	0	0	1	2	0	0	0	0	0	0	2
cylda	ENSCHAG00000014127	ENSCHAT00000032337	protein_coding	0	0	0	5	0	0	0	1	2	0	0	0	0	0	0	2
cylda	ENSCHAG00000014127	ENSCHAT00000032361	protein_coding	0	0	0	5	0	0	0	1	2	0	0	0	0	0	0	2
cylda	ENSCHAG00000014127	ENSCHAT00000032380	protein_coding	0	0	0	5	0	0	0	1	2	0	0	0	0	0	0	2
cyp27c1	ENSCHAG00000000920	ENSCHAT00000001730	protein_coding	0	0	0	7	1	0	0	5	1	0	0	0	0	0	0	0
cyp27c1	ENSCHAG00000000920	ENSCHAT00000001782	protein_coding	0	0	0	7	1	0	0	5	1	0	0	0	0	0	0	0
cyp27c1	ENSCHAG00000000920	ENSCHAT00000001914	protein_coding	0	0	0	7	1	0	0	5	1	0	0	0	0	0	0	0
cyp27c1	ENSCHAG00000000920	ENSCHAT00000001984	protein_coding	0	0	0	7	1	0	0	5	1	0	0	0	0	0	0	0
cyp27c1	ENSCHAG00000000920	ENSCHAT00000002022	protein_coding	0	0	0	7	1	0	0	5	1	0	0	0	0	0	0	0
cyp27c1	ENSCHAG00000000920	ENSCHAT00000002047	protein_coding	0	0	0	7	1	0	0	5	0	0	0	0	0	0	0	1
cyp27c1	ENSCHAG00000000920	ENSCHAT00000002086	protein_coding	0	0	0	7	1	0	0	5	0	0	0	0	0	0	0	1
dcaf6	ENSCHAG00000022971	ENSCHAT00000054236	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0	0
dcaf6	ENSCHAG00000022971	ENSCHAT00000054252	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0	0
dcaf6	ENSCHAG00000022971	ENSCHAT00000054262	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0	0
dcaf6	ENSCHAG00000022971	ENSCHAT00000054290	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0	0
dcaf6	ENSCHAG00000022971	ENSCHAT00000054293	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0	0
dcaf6	ENSCHAG00000022971	ENSCHAT00000054295	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0	0
dcaf6	ENSCHAG00000022971	ENSCHAT00000054298	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0	0
dcaf6	ENSCHAG00000022971	ENSCHAT00000054306	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0	0
dcaf6	ENSCHAG00000022971	ENSCHAT00000054325	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0	0
dcaf6	ENSCHAG00000022971	ENSCHAT00000054335	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
dedd1	ENSCHAG00000012313	ENSCHAT00000027360	protein_coding	0	0	0	5	0	0	0	3	2	0	0	0	0	0	0	0
dedd1	ENSCHAG00000012313	ENSCHAT00000027376	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
dedd1	ENSCHAG00000012313	ENSCHAT00000027389	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
dedd1	ENSCHAG00000012313	ENSCHAT00000027408	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
dhrs12	ENSCHAG00000000887	ENSCHAT00000001485	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
dhrs12	ENSCHAG00000000887	ENSCHAT00000001516	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
dipk2b	ENSCHAG00000022620	ENSCHAT00000053144	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
dixdc1a	ENSCHAG00000013401	ENSCHAT00000030216	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	2
dixdc1a	ENSCHAG00000013401	ENSCHAT00000030244	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
dnase2	ENSCHAG00000006550	ENSCHAT00000012994	protein_coding	0	0	0	8	0	0	0	4	3	0	0	0	0	0	0	1
dnase2	ENSCHAG00000006550	ENSCHAT00000013021	protein_coding	0	0	0	7	0	0	0	4	2	0	0	0	0	0	0	1
dok7	ENSCHAG00000019357	ENSCHAT00000044810	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0
dpy19l1l	ENSCHAG00000016172	ENSCHAT00000038339	protein_coding	0	2	0	6	0	0	0	2	3	0	0	0	0	0	2	1
dpy19l1l	ENSCHAG00000016172	ENSCHAT00000038371	protein_coding	0	2	0	6	0	0	0	2	3	0	0	0	0	0	2	1
dpy19l1l	ENSCHAG00000016172	ENSCHAT00000038442	protein_coding	0	1	0	7	0	0	0	2	4	0	0	0	0	0	1	1
dpy19l1l	ENSCHAG00000016172	ENSCHAT00000038457	protein_coding	0	2	0	6	0	0	0	2	3	0	0	0	0	0	2	1
dpy19l1l	ENSCHAG00000016172	ENSCHAT00000038478	protein_coding	0	2	0	6	0	0	0	2	3	0	0	0	0	0	2	1
drd4b	ENSCHAG00000019148	ENSCHAT00000044268	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	1
e2f5	ENSCHAG00000022966	ENSCHAT00000054011	protein_coding	0	0	0	8	0	0	0	4	0	0	0	0	0	0	0	4
e2f5	ENSCHAG00000022978	ENSCHAT00000054026	protein_coding	0	0	0	9	0	0	0	4	1	0	0	0	0	0	0	4
ebf2	ENSCHAG00000000295	ENSCHAT00000000497	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
efna2b	ENSCHAG00000005203	ENSCHAT00000009742	protein_coding	0	0	0	12	0	0	0	0	11	0	0	0	0	0	0	1
efr3ba	ENSCHAG00000002516	ENSCHAT00000004389	protein_coding	0	2	1	4	0	0	0	1	3	1	0	0	0	0	2	0
efr3ba	ENSCHAG00000002516	ENSCHAT00000004503	protein_coding	0	2	1	4	0	0	0	1	3	1	0	0	0	0	2	0
efr3ba	ENSCHAG00000002516	ENSCHAT00000004567	protein_coding	0	2	1	4	0	0	0	1	3	1	0	0	0	0	2	0
efr3ba	ENSCHAG00000002516	ENSCHAT00000005124	protein_coding	0	1	1	5	0	0	0	1	4	1	0	0	0	0	1	0
efr3ba	ENSCHAG00000002516	ENSCHAT00000005893	protein_coding	0	1	1	5	0	0	0	1	4	1	0	0	0	0	1	0
efr3ba	ENSCHAG00000002516	ENSCHAT00000006042	protein_coding	0	1	1	5	0	0	0	1	4	1	0	0	0	0	1	0
efr3ba	ENSCHAG00000002516	ENSCHAT00000006275	protein_coding	0	1	1	5	0	0	0	1	4	1	0	0	0	0	1	0
efr3ba	ENSCHAG00000002516	ENSCHAT00000006397	protein_coding	0	1	1	5	0	0	0	3	2	1	0	0	0	0	1	0
efr3ba	ENSCHAG00000002516	ENSCHAT00000006439	protein_coding	0	1	1	4	0	0	0	3	1	1	0	0	0	0	1	0
efr3ba	ENSCHAG00000002516	ENSCHAT00000006466	protein_coding	0	1	1	4	0	0	0	3	1	1	0	0	0	0	1	0
eif2d	ENSCHAG00000024355	ENSCHAT00000059215	protein_coding	0	0	1	13	0	0	0	5	3	1	0	0	0	0	0	5
eif2d	ENSCHAG00000024355	ENSCHAT00000059280	protein_coding	0	0	1	13	0	0	0	5	3	1	0	0	0	0	0	5
eif2d	ENSCHAG00000024355	ENSCHAT00000059312	protein_coding	0	0	1	13	0	0	0	5	3	1	0	0	0	0	0	5
eif2d	ENSCHAG00000024355	ENSCHAT00000059445	protein_coding	0	0	1	13	0	0	0	5	3	1	0	0	0	0	0	5
eif2d	ENSCHAG00000024355	ENSCHAT00000059472	protein_coding	0	0	1	13	0	0	0	5	3	1	0	0	0	0	0	5
eif2d	ENSCHAG00000024355	ENSCHAT00000059523	protein_coding	0	0	1	13	0	0	0	5	3	1	0	0	0	0	0	5
eif4e1c	ENSCHAG00000020559	ENSCHAT00000047808	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	1
eif4e1c	ENSCHAG00000020559	ENSCHAT00000047822	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	1
eif4e1c	ENSCHAG00000020559	ENSCHAT00000047831	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	1
epcam	ENSCHAG00000016870	ENSCHAT00000038570	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0
epcam	ENSCHAG00000016870	ENSCHAT00000038590	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0
epcam	ENSCHAG00000016870	ENSCHAT00000038605	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0
epcam	ENSCHAG00000016870	ENSCHAT00000038648	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	6
epdr1	ENSCHAG00000022453	ENSCHAT00000052707	protein_coding	1	0	2	1	0	0	0	0	1	2	0	0	1	0	0	1
epdr1	ENSCHAG00000022453	ENSCHAT00000052713	protein_coding	0	0	1	3	0	0	0	0	2	1	0	0	0	0	0	1
ercc3	ENSCHAG00000001369	ENSCHAT00000002536	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ercc3	ENSCHAG00000001369	ENSCHAT00000002733	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ercc3	ENSCHAG00000001369	ENSCHAT00000002780	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ern2	ENSCHAG00000006798	ENSCHAT00000013572	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
f5	ENSCHAG00000022668	ENSCHAT00000053433	protein_coding	0	1	0	13	0	0	0	1	9	0	0	0	0	0	1	3
f5	ENSCHAG00000022668	ENSCHAT00000053444	protein_coding	0	1	0	13	0	0	0	1	9	0	0	0	0	0	1	3
f5	ENSCHAG00000022668	ENSCHAT00000053552	protein_coding	0	2	1	11	0	0	0	1	7	1	0	0	0	0	2	3
f5	ENSCHAG00000022668	ENSCHAT00000053758	protein_coding	0	2	1	10	0	0	0	1	7	1	0	0	0	0	2	2
f5	ENSCHAG00000022668	ENSCHAT00000053810	protein_coding	0	2	1	10	0	0	0	1	7	1	0	0	0	0	2	2
f5	ENSCHAG00000022668	ENSCHAT00000053831	protein_coding	0	2	1	10	0	0	0	1	7	1	0	0	0	0	2	2
f5	ENSCHAG00000022668	ENSCHAT00000053871	protein_coding	0	1	0	12	0	0	0	1	9	0	0	0	0	0	1	2
f5	ENSCHAG00000022668	ENSCHAT00000053893	protein_coding	0	3	1	9	0	0	0	1	7	1	0	0	0	1	2	2
f5	ENSCHAG00000022668	ENSCHAT00000053915	protein_coding	0	3	0	10	0	0	0	1	8	0	0	0	0	1	2	2
f5	ENSCHAG00000022668	ENSCHAT00000053957	protein_coding	0	1	0	12	0	0	0	1	9	0	0	0	0	0	1	2
fam117aa	ENSCHAG00000009073	ENSCHAT00000018962	protein_coding	0	1	0	4	0	0	0	1	3	0	0	0	0	0	1	0
fam117aa	ENSCHAG00000009073	ENSCHAT00000018981	protein_coding	0	1	0	4	0	0	0	1	3	0	0	0	0	0	1	0
fam117aa	ENSCHAG00000009073	ENSCHAT00000019020	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	0	0	1	0
fam43a	ENSCHAG00000000397	ENSCHAT00000000652	protein_coding	0	1	0	6	0	0	0	6	0	0	0	0	0	0	1	0
fam49bb	ENSCHAG00000003694	ENSCHAT00000006817	protein_coding	0	0	0	10	0	0	0	0	7	0	0	0	0	0	0	3
fam49bb	ENSCHAG00000003694	ENSCHAT00000006837	protein_coding	0	0	0	10	0	0	0	0	7	0	0	0	0	0	0	3
fam49bb	ENSCHAG00000003694	ENSCHAT00000006876	protein_coding	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	1
fbxl18	ENSCHAG00000002646	ENSCHAT00000004545	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
fbxl18	ENSCHAG00000002646	ENSCHAT00000004588	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
fmodb	ENSCHAG00000023913	ENSCHAT00000056534	protein_coding	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	6
fmodb	ENSCHAG00000023913	ENSCHAT00000056546	protein_coding	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	4
fmodb	ENSCHAG00000023913	ENSCHAT00000056552	protein_coding	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	4
fscn1a	ENSCHAG00000007045	ENSCHAT00000014134	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
fzd3b	ENSCHAG00000011478	ENSCHAT00000025247	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
fzd3b	ENSCHAG00000011478	ENSCHAT00000025269	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
gad2	ENSCHAG00000010888	ENSCHAT00000024158	protein_coding	0	0	0	14	2	0	0	2	7	0	0	0	0	0	0	3
gad2	ENSCHAG00000010888	ENSCHAT00000024882	protein_coding	0	0	0	14	2	0	0	2	7	0	0	0	0	0	0	3
gad2	ENSCHAG00000010888	ENSCHAT00000025019	protein_coding	0	0	0	14	2	0	0	2	7	0	0	0	0	0	0	3
gad2	ENSCHAG00000010888	ENSCHAT00000025095	protein_coding	0	0	0	14	2	0	0	2	7	0	0	0	0	0	0	3
gad2	ENSCHAG00000010888	ENSCHAT00000025149	protein_coding	0	0	0	14	2	0	0	2	7	0	0	0	0	0	0	3
gad2	ENSCHAG00000010888	ENSCHAT00000025286	protein_coding	0	0	0	14	2	0	0	2	7	0	0	0	0	0	0	3
gad2	ENSCHAG00000010888	ENSCHAT00000025344	protein_coding	0	0	0	14	2	0	0	2	7	0	0	0	0	0	0	3
galt	ENSCHAG00000006639	ENSCHAT00000013414	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ggh	ENSCHAG00000013824	ENSCHAT00000031744	protein_coding	1	0	0	5	0	0	0	1	3	0	0	1	0	0	0	2
ggh	ENSCHAG00000013824	ENSCHAT00000031799	protein_coding	1	0	0	5	0	0	0	1	3	0	0	1	0	0	0	2
ggh	ENSCHAG00000013824	ENSCHAT00000031845	protein_coding	1	0	0	5	0	0	0	1	3	0	0	1	0	0	0	2
ggh	ENSCHAG00000013824	ENSCHAT00000031867	protein_coding	1	0	0	5	0	0	0	1	3	0	0	1	0	0	0	2
ggh	ENSCHAG00000014122	ENSCHAT00000032206	protein_coding	0	0	1	7	0	0	0	3	2	1	0	0	0	1	0	2
ggh	ENSCHAG00000014122	ENSCHAT00000032226	protein_coding	0	0	1	7	0	0	0	3	1	1	0	0	0	1	0	3
ggh	ENSCHAG00000014122	ENSCHAT00000032268	protein_coding	0	0	1	7	0	0	0	3	1	1	0	0	0	1	0	3
ggh	ENSCHAG00000014122	ENSCHAT00000032314	protein_coding	0	0	1	7	0	0	0	3	1	1	0	0	0	1	0	3
ggh	ENSCHAG00000014309	ENSCHAT00000032411	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0
got1l1	ENSCHAG00000017021	ENSCHAT00000039054	protein_coding	0	0	0	5	0	0	0	1	1	0	0	0	0	0	0	3
gpnmb	ENSCHAG00000014124	ENSCHAT00000032003	protein_coding	0	0	0	20	0	0	0	0	2	0	0	0	0	0	0	18
gpr158a	ENSCHAG00000013030	ENSCHAT00000029712	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0
gpr158a	ENSCHAG00000013030	ENSCHAT00000029734	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0
gpr158a	ENSCHAG00000013030	ENSCHAT00000029909	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
gpr158a	ENSCHAG00000013030	ENSCHAT00000029926	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
gpr158a	ENSCHAG00000013030	ENSCHAT00000029945	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
gpr158a	ENSCHAG00000013030	ENSCHAT00000029981	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
gpr161	ENSCHAG00000022945	ENSCHAT00000053976	protein_coding	0	0	0	4	0	0	1	2	1	0	0	0	0	0	0	0
gpr17	ENSCHAG00000016938	ENSCHAT00000038735	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
grk4	ENSCHAG00000015343	ENSCHAT00000040057	protein_coding	0	0	0	12	1	0	0	4	3	0	0	0	0	0	0	4
grk4	ENSCHAG00000015343	ENSCHAT00000040271	protein_coding	0	0	0	8	1	0	0	4	2	0	0	0	0	0	0	1
grk4	ENSCHAG00000015343	ENSCHAT00000040390	protein_coding	0	0	0	8	0	0	0	5	2	0	0	0	0	0	0	1
grk4	ENSCHAG00000015343	ENSCHAT00000040521	protein_coding	0	0	0	5	0	0	0	2	2	0	0	0	0	0	0	1
grk4	ENSCHAG00000015343	ENSCHAT00000040577	protein_coding	0	0	0	5	0	0	0	2	2	0	0	0	0	0	0	1
grk4	ENSCHAG00000015343	ENSCHAT00000040618	protein_coding	0	0	0	8	1	0	0	4	2	0	0	0	0	0	0	1
grk4	ENSCHAG00000015343	ENSCHAT00000040658	protein_coding	0	0	0	5	0	0	0	2	2	0	0	0	0	0	0	1
grk4	ENSCHAG00000015343	ENSCHAT00000040676	protein_coding	0	0	0	8	1	0	0	4	2	0	0	0	0	0	0	1
grk4	ENSCHAG00000015343	ENSCHAT00000040722	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0
hdac3	ENSCHAG00000017256	ENSCHAT00000039521	protein_coding	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	3
herpud2	ENSCHAG00000016066	ENSCHAT00000036559	protein_coding	0	0	0	23	0	0	0	0	6	0	0	0	0	0	0	17
hirip3	ENSCHAG00000009067	ENSCHAT00000019004	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
hirip3	ENSCHAG00000009067	ENSCHAT00000019014	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
hirip3	ENSCHAG00000009067	ENSCHAT00000019052	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
hirip3	ENSCHAG00000009067	ENSCHAT00000019079	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
hnrnpua	ENSCHAG00000015653	ENSCHAT00000039283	protein_coding	0	0	0	11	0	0	0	6	0	0	0	0	0	0	0	5
hnrnpua	ENSCHAG00000015653	ENSCHAT00000039609	protein_coding	0	0	0	11	0	0	0	6	0	0	0	0	0	0	0	5
hnrnpua	ENSCHAG00000015653	ENSCHAT00000039628	protein_coding	0	0	0	11	0	0	0	6	0	0	0	0	0	0	0	5
hnrnpua	ENSCHAG00000015653	ENSCHAT00000039680	protein_coding	0	0	0	10	0	0	0	6	0	0	0	0	0	0	0	4
hnrnpua	ENSCHAG00000015653	ENSCHAT00000039702	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0
hnrnpua	ENSCHAG00000015653	ENSCHAT00000040003	protein_coding	0	0	0	10	0	0	0	5	0	0	0	0	0	0	0	5
hnrnpua	ENSCHAG00000015653	ENSCHAT00000040055	protein_coding	0	0	0	9	0	0	0	5	0	0	0	0	0	0	0	4
hnrnpua	ENSCHAG00000015653	ENSCHAT00000040084	protein_coding	0	0	0	9	0	0	0	5	0	0	0	0	0	0	0	4
hnrnpua	ENSCHAG00000015653	ENSCHAT00000040130	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
htt	ENSCHAG00000017705	ENSCHAT00000044604	protein_coding	0	1	0	12	1	0	0	0	6	0	0	0	0	1	1	5
id2a	ENSCHAG00000010550	ENSCHAT00000022842	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
idh3a	ENSCHAG00000008118	ENSCHAT00000019443	protein_coding	0	0	0	5	0	0	0	2	2	0	0	0	0	0	0	1
idh3a	ENSCHAG00000008118	ENSCHAT00000019473	protein_coding	0	0	0	5	0	0	0	2	2	0	0	0	0	0	0	1
idh3a	ENSCHAG00000008118	ENSCHAT00000019515	protein_coding	0	0	0	4	0	0	0	2	1	0	0	0	0	0	0	1
idh3a	ENSCHAG00000008118	ENSCHAT00000019625	protein_coding	0	0	0	4	0	0	0	2	1	0	0	0	0	0	0	1
idh3a	ENSCHAG00000008118	ENSCHAT00000019662	protein_coding	0	0	0	4	0	0	0	2	1	0	0	0	0	0	0	1
idh3a	ENSCHAG00000008118	ENSCHAT00000019734	protein_coding	0	0	0	4	0	0	0	2	1	0	0	0	0	0	0	1
idh3a	ENSCHAG00000008118	ENSCHAT00000019768	protein_coding	0	0	0	4	0	0	0	2	1	0	0	0	0	0	0	1
idh3a	ENSCHAG00000008118	ENSCHAT00000019794	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	2
igf2bp3	ENSCHAG00000012923	ENSCHAT00000031529	protein_coding	0	0	0	5	0	0	0	1	3	0	0	0	0	0	0	1
igf2bp3	ENSCHAG00000012923	ENSCHAT00000031648	protein_coding	0	1	0	4	0	0	0	1	2	0	0	0	0	0	1	1
igf2bp3	ENSCHAG00000012923	ENSCHAT00000031713	protein_coding	0	0	0	5	0	0	0	1	3	0	0	0	0	0	0	1
igf2bp3	ENSCHAG00000012923	ENSCHAT00000031790	protein_coding	0	0	0	5	0	0	0	1	3	0	0	0	0	0	0	1
igf2bp3	ENSCHAG00000012923	ENSCHAT00000031872	protein_coding	0	0	0	5	0	0	0	1	3	0	0	0	0	0	0	1
igsf8	ENSCHAG00000021302	ENSCHAT00000049613	protein_coding	0	2	0	23	1	1	2	3	10	0	0	0	0	0	1	7
il7r	ENSCHAG00000023878	ENSCHAT00000056429	protein_coding	0	0	0	20	0	0	0	12	3	0	0	0	0	0	0	5
il7r	ENSCHAG00000023878	ENSCHAT00000056451	protein_coding	0	0	0	15	0	0	0	12	0	0	0	0	0	0	0	3
im:7152348	ENSCHAG00000019891	ENSCHAT00000046143	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ing5a	ENSCHAG00000008804	ENSCHAT00000018377	protein_coding	0	0	0	14	0	0	0	3	4	0	0	0	0	0	0	7
ing5a	ENSCHAG00000008804	ENSCHAT00000018405	protein_coding	0	0	0	12	0	0	0	3	3	0	0	0	0	0	0	6
inpp5d	ENSCHAG00000016805	ENSCHAT00000038616	protein_coding	0	0	0	5	0	0	0	1	3	0	0	0	0	0	0	1
inpp5d	ENSCHAG00000016805	ENSCHAT00000038653	protein_coding	0	0	0	5	0	0	0	1	3	0	0	0	0	0	0	1
inpp5d	ENSCHAG00000016805	ENSCHAT00000038700	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0
ipo7	ENSCHAG00000009376	ENSCHAT00000023730	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ipo7	ENSCHAG00000009376	ENSCHAT00000023806	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ipo7	ENSCHAG00000009376	ENSCHAT00000023831	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ipo7	ENSCHAG00000009376	ENSCHAT00000023912	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
